,tweet,label,pred
4091,Great news on the Pfizer vaccine. https://t.co/5IoMrEkn3O,2,2
4092,This government couldnt even get a decent track and trace app but people think they'll be putting microchips in the covid vaccine 😂😂,2,0
4093,"Vaccines don't always take 10 years to be produced. Alot of those years are spent doing nothing, waiting for approvals and money. If the Covid-19 vaccine is ready next year, I won't be surprised..",2,0
4094,@LPiearcey Relatively few people get the flu jab. I tried to get one this year but they didn't have any. Fine if they only intend to give old people the coronavirus vaccine.,2,0
4095,I willingly to take a covid19 vaccine if it means I get to reach inna soca fete soon 😭,2,1
4096,"And good news on the vaccine front. 90% effective isn't 100%, but it's still excellent. Yes!

Biden announces COVID-19 task force https://t.co/GWqqNChYtF",2,2
4097,"I am sure we as humans will eventually figure out a solution for CoVID-19. But who will invent vaccine for stupidity, arrogance, bigotry and many more viruses that often are on display everywhere these days 🤔",1,0
4098,"@Magooe @PattyArquette @senatemajldr Everyone knows Trump and his administration had ZERO, nothing, nada, zilch to do with Pfizer. The vaccine was invented by an associate of Pfizer, called Bionorm in Mainz Germany. McConnell needs to focus on the transition.   And undermining science? That's the GOP Platform.",1,0
4099,"What do HMG know that they aren't sharing?
Is this why NHS staff are no longer first in line to receive the vaccine, but those in care homes and their carers are?
This sounds dodgy as fuck...

https://t.co/CyIhG5UBgl",0,0
4100,"The UK became the first country to begin administering a fully vetted and approved Covid-19 vaccine this week, starting with the elderly and frontline health workers.  https://t.co/PubxMFZIlz",2,1
4101,"May is Hepatitis Awareness Month & May 19 is Hepatitis Testing Day. If COVID-19 social distancing is preventing you from getting tested, commit to getting tested soon. Start planning with the CDC’s Adult Vaccine Assessment Tool.  https://t.co/aJK4KRXoQV #HepAware2020  https://t.co/FTjOauSim7",2,1
4102,@DrTedros sir you think Pakistan is giving exact covid cases daily reported.  We want vaccine not any kind of role model.  Thank you,2,1
4103,Not me! No vaccine required. https://t.co/Rmp1uqylq9,0,1
4104,"According to the msm, covid-19 has officially run amok. Can I get the single shot vaccine now please? 8m in the high risk category.",2,0
4105,@leesomerset @JohnMil58081815 @PippaHiscock I brought Polio into it to say if vaccines don't work why isn't polio a major killer in developed countries today - since this guy claims vaccines don't work.  Furthermore there is not a COVID-19 vaccine yet and it won't rock up overnight!  FYI: commas go after words not in front  https://t.co/DGSQAN58ac,2,0
4106,"You can bet your ass I will not be getting a COVID-19 vaccine, ever.",0,0
4107,The COVID-19 pandemic has turned the human race into mutants. We need Professor X asap. Maybe he's got the vaccine.,2,0
4108,This is such great news 🎉 #covid19 #vaccine @Reuters https://t.co/ZJxXxsWgvF,2,2
4109,LISTEN: Enrollment for COVID Vaccine Trial Begins in Indy -  https://t.co/fHORIWXUkX #IIBTV @GerryDick,2,1
4110,"@CutsingerJaymes @RepLarryBucshon @pfizer C/o New York Times. They get paid on delivery. The US Government is merely the purchaser. They would have been bought regardless, most likely by the private sector.  https://t.co/DC6y34xigd",1,1
4111,@gabrielmilland Is it true the Oxford vaccine will no longer work ?,0,0
4112,@kilmeade Pfizer definitely made announcement to hurt our President!,0,0
4113,"https://t.co/2tFslOHX7j

Cumo.publiy said he wont accept this vaccine e until his ppl approve it

Stop the bullshit lying

Cuomo is on video multiple times saying it's not welcome in NY https://t.co/acviuC9N0a",1,0
4114,"CWN: Vatican approves, encourages Covid vaccine use (CWN)  https://t.co/DBF7OObHNs",2,1
4115,Covid vaccine: First vaccine offers 90% protection #COVID19  https://t.co/i0rkqjKS5p,1,1
4116,"IDK,  there are some that should be,  mumps, measles,  rubella,  tb, meningitis, tetanus,  hepatitis.... there are probably a few more but I  agree that a ""covid-19"" vaccine should never be mandatory.",0,0
4117,Mynvax’s “warm COVID-19 vaccine” is ready for safety tests and human clinical trials https://t.co/qx57RXUuST,1,1
4118,I am just wondering if  all the hysteria about COVID-19 across the world was to scare masses to death so that big pharma can carry out mass vaccination. NY state is considering mass vaccination and  Liverpool has started too https://t.co/fiQhZM8PKE,0,0
4119,"@Inkalovesyou i promise you that you will get through this, with everything that is going on it will pass and people are developing vaccines and better cures for covid, it should pass. you are loved and people care a lot, and if you do mess up, stand up and start again, its okay to mess up. 💖",2,2
4120,"DHS: Multiple COVID-19 vaccines may be available at the same time 

READ MORE: https://t.co/OcOEQ0LNzl

#BillGates #cdc #GatesFoundation #GAVI #SDG #UN #Vaccination #Vaccine https://t.co/y0hdgdRf9r",1,1
4121,Iran says US approved its funds transfer to buy COVID vaccines | Coronavirus pandemic News | Al Jazeera  https://t.co/HwEnACK6gl via @AJEnglish,2,1
4122,I see the government is scare mongering again to make sure they're not stuck with all the covid vaccine they've committed to buying 🤦🏼‍♀️,0,0
4123,Testing timeline: What’s ahead for COVID-19 vaccines https://t.co/ltBVKqQGNL,1,1
4124,quick question: Whats the recent #tea on the anti-vaxxers and the covid-vaccines? Asking for a friend. #Pfizer #COVID19 #covidvaccine #LongCovid,2,1
4125,Good news! #COVID19 #vaccine https://t.co/FtuKEPWvbV,2,2
4126,"@BourbonGhost Here is Faucci saying a month ago that herd immunity without a vaccine is nonsense. Please show me where he said it was inevitable that we’d all get it eventually.

https://t.co/RBUHKxMa7W",1,0
4127,"While this is great news, it is important to note that Operation Warp Speed contributed $0 to the development of this vaccine. It was largely funded by the German gov’t. The US did, however, agree to purchase ~$2B worth of vaccine once developed. https://t.co/DGDTcyWQiK",2,2
4128,This is very good to see. My aunt died of covid/pneumonia related issues a few days ago. WEAR YOUR FUCKING MASKS. SOCIAL DISTANCE. GET YOUR GODDAMN VACCINES. (Unless you're one of the people allergic to vaccines. Then don't do that. Don't die. Protect yourself.) https://t.co/rtcBNAzcvA,2,0
4129,@JenniferJJacobs @business So not related at all to Coronavirus vaccine news & why Pfizer stock is surging? 🤔,1,0
4130,"Never in a million years would I get a vaccine for COVID.

Fucking nuts. https://t.co/F8y94FebIU",0,0
4131,"Important to stress that these vaccines will have side-effects in some, BUT THIS IS NOT A CONCERN, but you can bet anti-vaxxers will make a mountain out of a molehill. The Pfizer and Oxford vaccines have shown good safety profiles. 
https://t.co/jvge4ndkPw",2,0
4132,"Crucial Results for Promising Covid Vaccines Due in Weeks. First results should be enough to “give us a very good idea of where we’re heading,” Airfinity Chief Executive Rasmus Bech Hansen said. “They are moving faster than one could have anticipated.”   https://t.co/yZp3vnpXxV",2,2
4133,"BREAKING: New York state is expected to receive its first shipment of 170,000 doses of a COVID-19 vaccine by the middle of the month. https://t.co/kbG3ThbjHL",1,1
4134,"Less than a year after an unknown coronavirus that has claimed 1.4 million lives began spreading across the globe, a number of highly promising COVID-19 vaccines are on the cusp of release. https://t.co/nkMtAR9hCs",2,1
4135,"@GretaGroots @kylegriffin1 Guess since Covid is fake anyways, they can give their share of vaccines to the remaining states which haven’t lost their minds",2,0
4136,"LETS GO. This is some great news, and it’s also a medical success that a vaccine was found, tested, and proven in such a short amount of time. 

Our medicinal researchers in this world are simply amazing. https://t.co/azkMrLSeTK",2,2
4137,"@mab_sp125 @f_reginato @izabellapena1 Caro Dr. Bruno @mab_sp125, você concorda com a afirmação da editora do jornal BMJ ? 

""Science by press release, on the basis of interim or ad hoc analyses, and without access to the data, also afflicts our knowledge about the covid-19 candidate vaccines""

https://t.co/Rge5K4j7yx",1,1
4138,"The University of Oxford and AstraZeneca Plc have begun recruiting more than 10,000 subjects for advanced human studies of one of the world’s fastest-moving experimental #Covid19 vaccines.  https://t.co/u7GlY4vV6E @mridleythomas @lapublichealth @WHO @InstLocGov @RobertGarciaLB",2,1
4139,"#COVID19   Mutations in coronavirus have triggered culls of all 17 million farmed mink in Denmark.

Part of the country has been put under lockdown after Danish authorities found genetic changes they say might undermine the effectiveness of future Covid-19 vaccines. https://t.co/hGNNGQG7qO",1,0
4140,Its officially been 27 hours since I got the COVID vaccine and no horns yet. Will keep you updated 😈,2,2
4141,"Good news on the horizon, we are getting closer to a coronavirus vaccine. A highly effective vaccine (90%) in Phase 3 of trials from Pfizer is looking promising. 
Can I see Alex and my friends next year? Please? I NEED IT.",2,2
4142,fuck the 90% effective coronavirus vaccine i want tesla tequila https://t.co/5iYF7Cmbnz,0,0
4143,Cancel all the exams... And promote all the students  Though exams are to know the talent. Even corona vaccine is not found through all the exams which ever done yet!! Promote the students #kcraganiststudents #TSHighcourtrespond #TSNSUIforstudents #examscancelled,1,0
4144,"@hqbinders @vivamjm There were meant to be stockpiles, but I heard these were mostly depleted by covid. Also, refrigeration for fresh stockpiles of drugs that need it could be needed for covid vaccines?",1,1
4145,"@kingshenry @vanguardngrnews Never take no vaccines for covid-19 people. That's a coy to deceive people. In essence, it's a microchip that would be user for monitoring people. As soon as Trump lost, they're all talking about the vaccines. Be warned. 666 is here.",0,0
4146,"Biden announces covid task force and how they'll beat it. No thanks old man, thanks to our President we have a vaccine on the way
#COVID19 
#OperationWarpSpeed",2,2
4147,"I'm not taking it until it has been tried and tested for much longer. The flu jab isn't compulsory so why should this be. Yes, I agree we need a vaccine, but not one that has been rushed through and caused side effects in some testers https://t.co/5QNeE3RyIW",0,0
4148,Kudos to all the scientists and medical experts working tirelessly to produce a safe and productive vaccine to defeat COVID-19 🙌🏼,2,2
4149,Four reasons for encouragement based on Pfizer’s Covid-19 vaccine results https://t.co/BLK2qsDVj9 via @statnews,2,1
4150,"“After Monday’s announcement of the world's first effective vaccine, Sir John Bell, regius professor of medicine at Oxford University, suggested life could be back to normal by spring...Prof Sahin said it would take longer, normal life back next winter.”  https://t.co/RBBgyIg3tV",2,1
4151,Russia leading the race for successful mass production of COVID-19 vaccine #vaccine #CovidVaccine #COVID19   https://t.co/xuSRdTg91k,2,2
4152,Please god let this be the light at the end of the tunnel 🙏🏻 PLEASE can we live normally again in 2021 💫 #vaccine https://t.co/9FFEFNdUB6,2,2
4153,"The first Cheshire patient has received the Covid-19 vaccination.

You will be invited to receive the vaccine when you are eligible. When invited, please attend the appointments.

You can help by continuing to follow government guidance. #COVID19Vaccine

https://t.co/uGxHfO1J52",2,1
4154,@jaybee825 @Ianbins @michelefitzy1 @Mstu46751488 I'm more in favor of therapeutics than a vaccine. Vaccine risk is upfront you may never need the protection assuming it even works. My immune system can handle covid19 just fine and worse case scenario we have therapeutic to help if needed.,0,1
4155,"I know some Rs will claim that Ds will undoubtedly take the vaccine when it's available and the election is over (for some reason)...

...but I am still VERY skeptical of a rushed vaccine.

I'll take it when a larger panel of scientists (beyond just Pfizer) say it is safe. https://t.co/0MN2iFKdg4",0,0
4156,"@LFC #LFC #CovidVaccine Celebrating the WIN by taking the JAB across the pond, Congrats from the US  https://t.co/nLBQEaVyxx",2,2
4157,i swear we’re not meant to trust a vaccine this quickly but idc im first in line https://t.co/M6juH55B1C,0,0
4158,@realDonaldTrump @SteveFDA the incompetent goon who insisted for russian vaccine to be tested on Americans is not getting his decision blessed by Scientist bc of the lack of diligence and protocol. almost like Dtrumpf trying to pee with his pants zipped up.,1,0
4159,@EricTopol @azeem Is our ability to get the vaccinations on an exponential curve dependent on one of the more traditional vaccine types/distribution systems) getting on line?  Should we emphasize that proportionately more (rather than resources towards the distribution of the Pfizer vaccine?),1,1
4160,"@T_Inglesby COVID-19 = fake.
Corona = common.
COVID = #PsyOp for
5G cell tower radiation.
Goal? slow release Lethal injection of a COVID ""vaccine"" conjured by #BigPharm 🇮🇱.
All is #DepopulationAgenda by Rothschild 🇮🇱
Media 🇮🇱 will saying ""Oh no it mutated""
as millions die
NO 5G IN ISRAEL https://t.co/pZD2PfqTDs",0,0
4161,We need Patience...to see complete study and vaccine side effects. https://t.co/YLScYeN1Z3,0,1
4162,"So the virus has a 99 % survival rate and the vaccine has a 90% prevention rate. 

I’ll take my chances with the virus. No vaccine for me, thanks. https://t.co/K3vrP4Gkpq",0,1
4163,@liberal_party @JustinTrudeau So much more to do? But already you’ve   -SNC scandal -We scandal  -denied covid severity  -unbalanced the self balancing budget -not got a UN sec seat -fired women -not got us a vaccine -blamed Harper   What else could one party want to accomplish!?!  #cdnpoli,2,0
4164,"Some healthcare workers are refusing to take COVID-19 vaccine    But i mean, can you blame them?    https://t.co/E98rsQoFXI",0,0
4165,"Oxford University to begin human trials begin today for a possible vaccine agains COVID-19, although a boon for Britain research, the process is still in its infancy and will take many months before it is a viable immunisation programme - #vaccine.   https://t.co/Tf162a106j",2,1
4166,@Dona_what @tomselliott @NYGovCuomo He wants it delayed that’s kinda preventing it y’all COVID bro’s need the vaccine so you guys arent so scared anymore,2,0
4167,"@Mmbo_Zulu @News24 @BISouthAfrica We must wake up and fight back because our leaders are so corrupt and accepted the money to kill us. Pfizer vaccine already causing damages,people developed Bell's palsy and I have heard some lost their lives",0,0
4168,"@jaketapper Trump isn't getting any credit for this Vaccine, from me. They had no role in the development of this vaccine. Pfizer took no R&D funds from the administration.",1,0
4169,@GovernorIkpeazu @pfizer Just keep quiet!.....U know him now because he was able to get out of that shithole called Abia state and Nigeria and made name for himself...We have young men and women with talents in Nigeria but their is no platform for them to showcase their talent.,1,0
4170,2nd promising COVID-19 vaccine candidate announced as Canada approaches 300k cases https://t.co/FxcEAqICvL via @WellandTribune,2,1
4171,Dolly Parton's $1M research donation helps in discovery of COVID-19 Moderna vaccine https://t.co/vhlL1JDnYu,1,1
4172,"NPR is doing a piece right now about the new coronavirus vaccine and they just asked listeners to call in and let them know if they would take the vaccine 
.
Who the fuck is out there thinking about not taking the vaccine???",2,0
4173,"12 Pharmaceutical companies have partnered up with the NIH to speed COVID-19 vaccine research and treatment options to ""bring the full power of the biomedical research enterprise to bear on this crisis"".   https://t.co/gM7PDUOVV2  https://t.co/hjFSdaY9p2",2,1
4174,If you believe the Covid vaccine can make you infertile then please don’t have kids because your stupidity should not be passed along,2,0
4175,"President @realDonaldTrump says America’s general public will have access to a COVID-19 vaccine as early as April but was pained New York state would not be receiving delivery because the governor doesn’t “trust” his administration. 

https://t.co/z1H5BC1KLK",1,0
4176,"Why don’t you just take your chances with a deadly virus rather than just getting a vaccine?
I’m sure this take sounded smart when he tweeted it. https://t.co/sdTqmrQRR5",0,0
4177,A big thanks to the @GPNI_co_uk team and panel  @obrien_dr @laurence903 @AlanStout19 and Patricia Donnelly for the latest on Covid vaccine roll out in Primary Care NI. Informative Supportive Candid! Team Effort in 2021 #getthevaccine @rcgp_ni @BMANI_GP @HSCBoard @healthdpt,2,2
4178,"We need good news and #Pfizer #vaccine is great news, but some practicalities also mean limitations: the vaccine is given in 2 doses 3 weeks apart ie compliance matters, storage at -80C is demanding and duration of immunity still tbc @ian_hamilton_ writes  https://t.co/U57e21SYPT",2,1
4179,"Herd immunity crowd  - you are more than welcome to keep on making your Great Declarations.

I'll have the vaccine, thanks.

#COVID19 #vaccine https://t.co/mQzXOwqaDY",2,2
4180,whoever discovers a vaccine for COVID-19 ! deserves a NOBEL PRIZE!🙏 #corona,2,2
4181,"Just read some of the replies:
“I won’t be taking it, I’d rather take my chances by wearing a mask”, “It’s a scam”, “I don’t trust the scientists”.
Okay then, if you catch the virus after refusing to take the vaccine, you should be refused treatment 👍🏻 https://t.co/CTGqwAPw7k",2,0
4182,"This a nice, and perfectly valid, twist on the statistics and echoes my own thoughts on the Oxford vaccine 👏👍 https://t.co/OfpbNWbXY6",2,2
4183,Not y’all acting like you’re gonna get dragged away and killed if you don’t take the covid vaccine when it’s literally OPTIONAL 😭 you’re not forced to be vaccinated BUT vaccines are for the betterment of society!!!,2,0
4184,Main Stream Media now trying to sell you on the idea that masks may be better than covid vaccine.  Ask them how many of their children have taken vaccines.  They KNOW they are pushing a falsehood. The CDC official did say he thought the mask better. Now you know how dumb CDC is.,2,0
4185,"@smerconish @pfizer Would it have impacted the final outcome....probably not, but I believe the announcement being so close to after the election gives more fuel to the conspiracy theorists. You already see Trump supporters saying ""well isn't that convenient."" Timing isn't great.",1,0
4186,Fingers crossed the length of immunity from the virus under this vaccine is substantial. Still fantastic news for lunchtime on a Monday! https://t.co/jwnbJwgZDZ,2,2
4187,"This new strain is already spreading person to person and has multiple spike protein mutations. If this spreads further there's a chance that current covid vaccines may not work and also, those who have been previously infected may also be succeptible to the new strain. https://t.co/eyH9YIRPFq",1,0
4188,"A Double-Dose Of Good News! MORE, MORE, MORE!!!!  Let's Hope!  #Cruise #CruiseIndustry #cruiselife #cruiselines #cruiselovers #cruisenews #Cruises #cruiseships #news #CDC #COVID19 #vaccine #Pfizer #PfizerVaccine #StockMarket #tourism #Travel #Vacation #Vacations #wanderlust #Hope",2,2
4189,Pfizer Slashed Its Original Covid-19 Vaccine Rollout Target After Supply-Chain Obstacles - WSJ  https://t.co/bbVp8eiWM0,1,1
4190,- A San Diego biotech company is developing a Covid-19 vaccine in collaboration with Duke University and National University of Singapore.        - Who knee Ireland produced 50% of the World’s Ventilators.                    It’s important to focus on the positives! 6),2,2
4191,"OMG and governments listen to this 🤡 ?  Don't know why I'm still surprised though, since #BillGates is aloud to vaccine everyone globally against #covid-19 in the near future ...",0,0
4192,"@moolie61 It's the discussion in response to a petition ""Prevent any restrictions on those who refuse a covid-19 vaccination"".

That's all it is.",1,1
4193,COVID news live – latest UK updates: ‘The UK did not do it as carefully’ - Dr Anthony Fauci criticises Pfizer vaccine approval | UK News | Sky News https://t.co/3u92M2pEJQ,1,0
4194,I’m not against vaccinations but as someone who reacted to the flu jab and is also allergic to penicillin and Aspirin I worry that my life will continue to be restricted if I refuse the Covid19 vaccine #Covid19UK #vaccine #allergy #anaphylactic,0,0
4195,"@jaketapper It literally doesn't matter; this election is only about removing the current ""president""--nothing more.  And, until there is a COVID-19 vaccine, no broad-based policy measures could be enacted that have a hope of success; the blame is 100% on the current ""administration"".",2,0
4196,I cried seeing the 1st covid vaccine happen today.,2,0
4197,It’s good news that one dosage regimen give 90% efficacy while it’s a concern that the other dosage regimen is a low 62% awaiting results from #SII #SERUMINSTITUTE India on their India specific vaccine @sumanthraman #COVID19India #vaccine #COVID19 https://t.co/s13fdq8D28,2,1
4198,Mumbai airport is gearing up to facilitate the shipments of Pfizer’s coronavirus vaccine distribution in India.   #slpl #covid #vaccine #covidvaccine #Pfizer #indiavaccine  https://t.co/HIU69dT1ND,2,1
4199,@SAPBongGo Correct po. Dissemination of information. Info abt vaccine from Pfizer. Mga vaccines po sa US bagsak sa FedEx Clark muna b4 distribution in other countries Tama po ba?,1,1
4200,What we still don’t know about COVID vaccines after the U.K.’s emergency-use authorization of the Pfizer-BioNTech candidate  https://t.co/8HpQYPIBMX,1,1
4201,Right. This ain’t Russia where killing off people is okay in a search for a vaccine. Russian purges kill at least 20 million.,0,0
4202,If you said yes to compulsory vaccines you’re a fucking idiot - it’s just that simple. https://t.co/o75bkLkKr1,0,0
4203,Fauci apologises for ‘misunderstanding’ after suggesting UK rushed Covid vaccine approval https://t.co/JXEYWEut2k,1,0
4204,"NEW from @kevincollier: North Korea and Russia are still trying to hack some of the world's most prominent coronavirus vaccine researchers, cybersecurity researchers said Friday. https://t.co/nvhlQcTv0L",1,0
4205,Less than 25% of US adults say they would get a COVID vaccine right away  https://t.co/X4qzsT4jF4,0,1
4206,"A vaccine that’s 90 percent effective against a virus with a 99.9% survival rate. Yeah, no thanks. I’ll pass on all the bullshit. https://t.co/fam7T1JbsD",0,0
4207,"@GregMannarino With Covid19 there is a 99% survival rate. With odds like that it‘s better to get infected with the virus than to take a chance with a vaccine that could kill, sterilize, alter your DNA or damage your immune system.",0,0
4208,Covid19 vaccine entering my veins 🤩 https://t.co/tjHs4hfN1B,2,2
4209,"Will COVID-19 vaccine be mandatory for Americans? Here's what US President-elect Joe Biden has to say https://t.co/1KKJwbeZSV Will COVID-19 vaccine be mandatory for Americans? Here's what US President-elect Joe Biden has to say
https://t.co/0rzRYLYh4P
Zee News
US President-ele… https://t.co/UZu2FLbxQj",1,1
4210,"Will you REFUSE the Pfizer vaccine even if it means losing your job?
#vacccine #BillGates #Pfizer #COVID19 #Covid_19 #covid19uk",1,1
4211,so y’all gone get the vaccine for the corona virus when they come out with one??? lmaoo im not. imma wait at least 3 years before i fw that. let y’all be the Guinea pigs🌚,0,0
4212,"@JuliaHB1,

I can understand vaccinating the vulnerable, but ONLY with a rigorously tested vaccine. This Covid-19 vax is being rushed. Also, we are not entitled to compensation if there are complications down the line.

The take up will be small.",0,0
4213,"Fingers crossed

Pfizer claims its COVID-19 vaccine is 90 percent effective. Here’s what that actually means.

https://t.co/eclx90yvea",2,1
4214,"A new vaccine, 90% effective for a virus that's 99.6% recoverable? Seems the math just doesn't add up. 🤔 I'll pass on this inoculation. #COVID #COVID19 #coronavirus #StopTheLies",0,0
4215,"Will you take a Covid-19 vaccine when it is available?

#CovidVaccine #Pfizer #Pfizervaccine",1,1
4216,nayeon likey twice kpop lesbian gay nct bts comeback teaser gc reply like rt vaccine covid to join #followtrick onlyfans nsfw 18+ boobs ass f4f ateez stray kids fancam biden trump leak nudes blackpink views au thread completed furry porn  mamamoo giveaway!  https://t.co/22UU21ApHz,1,1
4217,Pfizer says early data signals COVID-19 vaccine is effective https://t.co/KrEAVfrCdg,1,1
4218,#BREAKING Brazil allows trials of Chinese Covid-19 vaccine to resume: regulator https://t.co/mBgzKR2Zar,1,1
4219,ICYMI: Louisiana expects 1st coronavirus vaccine doses this month; Earliest doses to go to frontline hospital workers and nursing home residents and staff (from @AP) #lalege #lagov  https://t.co/Q671XhcVdM,1,1
4220,This is on average how long a vaccine can is is supposed to take. While y’all ready to trust something they came up with in less than a year? ESPECIALLY when they still don’t FULLY understand it. NO THANKS. I’ll wait. #COVID19 https://t.co/M7ElM66hBz,0,0
4221,"Coronavirus: Premier Ford touts ‘massive step forward’ in fight against COVID-19 as vaccines rollout  https://t.co/TdGR2gBG4W I don't understand: if we all supposed to STAY HOME because this virus is so 'viral',why is he ""here, there,& everywhere"" with the photo ops? @brianlilley",2,0
4222,"@RealJamesWoods Maybe Pfizer, like the rest of the world, hates the Russian Puppet.  Or maybe, Pfizer, who was not part of Operation Warp Speed and took no government money (socialism?), wasn't hindered by said Russian Puppet's meddling.",1,0
4223,"Something I don't understand about the #savethechildren QAnon front for the pro Trump open the states grifters who believe the real pandemic isn't COVID but pedophilia, they're anti mask AND antivaxx. isn't that a bit of a mixed message for the vaccine?  https://t.co/5BYbM5TpD9",2,0
4224,"Dangerous Covid19 vaccine euphoria misinformation in parliament today. Omitted by SNP and others, the Vaccine has indemnity, MHRA sanctioned it's rushed development, and MHRA are expecting high volume of adverse reactions. Amend your tweet please. https://t.co/P71u3vRHMj https://t.co/YRrL5ApjRh",0,0
4225,"Those are just #COVID19 “cases”, aren’t they? What about the ~5.5m people who have already “Recovered” without the need for any vaccine whatsoever? Moreover,  what does that tell us about #COVID19?🤔 https://t.co/gqJb7fNaQi",0,0
4226,"Coronavirus: UK approves Pfizer-BioNTech COVID-19 vaccine, first in world https://t.co/t03HYFpVCN",1,1
4227,The virus was only there for the plandemic of social distancing and 5G release for track and trace. Now he has over 3.1 mill DNA for harvesting and vaccine killing coming - sheeple to the slaughterhouse. Anyone with a brain knows covid was a scam. https://t.co/1aJ4p3zKjC,0,0
4228,"@FarshadNayeri @gustojunk @rhbBSE Good news. A vaccine that generates an immune response 90% of the time will provide enough protection if ~80% of the population gets the covid-19 vaccine. (Herd immunity is when the effective replication value of a pathogen drops below 1, which depends on the underlying R_0.)",2,2
4229,@finzboy21 @lisacianci I have both and it’s time to learn to live with COVID-19. We can’t possibly go on counting cases and wringing our hands forever. And don’t tell me about the vaccine that’s right around the corner. No thanks.,0,0
4230,Another Wesbart rack featuring on BBC News. This rack is storing a potential COVID-19 vaccine in a Worthington LABS40K -196 degrees freezer. If you need a standard or bespoke rack contact us for a quote today!  https://t.co/D6DDtB7mru,1,1
4231,"@TitusNation Or waiting on Moderna, got a sweet little stock deal going on",1,2
4232,"Gonna head out and get my flu shot, but I think I'm going to ask for the COVID vaccine just to see if the pharmacist has heard that one before.",2,1
4233,Yes....criminals who still pay fines for malpractices....you can use your vaccine on yourselfs...and do you know what god and time will judge you https://t.co/GGWX3tMyXV,0,0
4234,"As the prospect of a COVID-19 vaccine nears, we look at some of the news relating to key listed shares as well as their price charts, broker ratings and client sentiment:
Via @IGSouthAfrica @ShaunMurison_IG 

https://t.co/hNrUdN2d40",1,1
4235,"Pfizer’s coronavirus vaccine is more than 90 percent effective in first analysis, company reports https://t.co/5KB0TcjgiH",1,1
4236,"I don't want a vaccine for a virus with a &gt;99% survival rate, but still, watching the left turn into anti-vaxxers overnight because Orange Man Bad has been a sight to behold. https://t.co/WaBdbtkaPV",0,0
4237,"Upbeat news on a coronavirus vaccine and a win for President-elect Biden drive stocks significantly higher. How should investors trade a potentially earlier re-opening?

 https://t.co/DtwGCfQrnk",1,2
4238,"The COVID vaccine is 90% effective, which is 9% less effective than your actual immune system. 

#COVIDIOTS
#COVID19",0,0
4239,"💉 Coronavirus: Pfizer seeking approval for emergency use of vaccine after jab is found 95% effective

➡️ https://t.co/gE5Dl1jOrd https://t.co/eiK51xsXmc",1,1
4240,"A Great one to know that #COVID19 #vaccine offering 90% protection.
Congrats 👏👏@BioNTech_Group @pfizer  #CovidVaccine 🤗",2,2
4241,When will the #Covid19vaccine be in #Zambia ? - #africa #covid19 #coronavirus #vaccine #health https://t.co/u2k5tj226K,1,1
4242,Isnt it strange that the #COVID19 #vaccine must be kept at minus 60° at the point of delivery? Why must this particular vaccine be kept so cold? I'm sure this DNA changing juice is very special. https://t.co/HFH2bjS8gl,0,0
4243,@GOPLeader Nope.  Pfizer has specifically said they had nothing to do with trump.  You being a weasel is just more fuel for the fire.,1,0
4244,Seven questions HR is asking about COVID-19 vaccinations https://t.co/ZiJrRI8X9t https://t.co/eKTu3GVygV,1,1
4245,"Top story: Did The Oxford Covid Vaccine Work In Monkeys? Not Really  https://t.co/v1qUKJB7wi, see more  https://t.co/U5xr6SWGgc",1,1
4246,Pfizer and BioNTech apply for regulatory clearance of their coronavirus vaccine https://t.co/iUfmwNHDgv,1,1
4247,"This is interesting. We've heard a lot about the threat of anti-vaxxers and ""vaccine hesitancy"" in the context of the Covid-19 vaccine. Actually, the data shows that overwhelmingly, people in the UK are confident in vaccine programmes, with MMR coverage of more than 90% https://t.co/0xKTPOpm12",2,0
4248,"@wgmin_education I'm so grateful that you are putting our children and teachers first, my question if the children return before there is a vaccine, would parents have the choice to send the children to school ? I'm unhappy playing Russian roulette with my childrens lifes.",2,0
4249,UK authorizes Pfizer coronavirus vaccine for emergency use https://t.co/h2EYlqBgAl,1,1
4250,"@ASlavitt @mtosterholm I hang with a low income service industry crowd and I can assure you, there is *a lot* of sketpcism revolving vaccines in general. It's going to be a real pain in the ass getting them to take one for COVID.",2,0
4251,"@9thFloorAZ No, it’s as low as in December, you know, before COVID was here according to you guys. So what the hell are you doing? Why are businesses and people continuing to suffer? Shutting down until a vaccine was not what we agreed to. This is criminal.",1,0
4252,"still not taking it. 

vaccines take years of research to perfect. 

not a year. or less. https://t.co/u2FTBoL3dS",0,0
4253,"@itvnews The #coronavirus ""vaccine"" has been approved by Nazi butcher Josef Mengele, and the UK's press are pushing it, as well as pushing the #CashlessSociety plan for #GreatReset. ITN are as guilty as Boris in this crime against humanity. https://t.co/5WH6ydSvgO",0,0
4254,"This is possibly the most exciting vaccine candidate to date, nearing end of phase 3 trials, effective in limiting #Covid19 spread, no major side effects and among a diverse cohort (different ages, ethnicities etc)",2,2
4255,"Can vaccine protect 100% from #Covid19? Vaccine scientist @GKangInd asserts many questions are unanswered   
Watch the full interview 
@bhupendrachaube  #Coronavirus #Vaccine 
Full Video: https://t.co/uOuI605mnv https://t.co/WjXLfAeUrp",1,1
4256,"Exciting news! Nearly 44,000 subjects have participated with no serious side effects. The big question is how long immunity lasts. #COVID19 #vaccine #Pfizer  https://t.co/GIfIz2ZrML",2,2
